category,personName,country,city,source,industries,countryOfCitizenship,organization,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,gdp_country
Manufacturing,Madhukar Parekh,India,Mumbai,Adhesives,Manufacturing,India,,D,M,1947-01-01 00:00:00,Parekh,Madhukar,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Technology,Sean Parker,United States,Los Angeles,Facebook,Technology,United States,,E,M,1979-12-03 00:00:00,Parker,Sean,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Healthcare,Stewart Rahr,United States,New York,Drug distribution,Healthcare,United States,,U,M,1946-02-18 00:00:00,Rahr,Stewart,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Media & Entertainment,Su Hua,China,Beijing,Video streaming,Media & Entertainment,China,,D,M,1982-01-01 00:00:00,Su,Hua,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Sun Shoukuan,China,Yingkou,"Metals, coal",Manufacturing,China,,E,M,1949-10-01 00:00:00,Sun,Shoukuan,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Tseng Cheng,Taiwan,,Petrochemicals,Manufacturing,Taiwan,,U,M,1961-12-01 00:00:00,Tseng,Cheng,,2023-04-04 05:01:00,,,
Logistics,Tung Chee Hwa,Hong Kong,Hong Kong,Shipping,Logistics,Hong Kong,,E,M,1937-07-07 00:00:00,Tung,Chee Hwa,,2023-04-04 05:01:00,,,
Technology,Meg Whitman,United States,Los Angeles,EBay,Technology,United States,Quibi,D,F,1956-08-04 00:00:00,Whitman,Meg,CEO,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Manufacturing,Wong Luen Hei,Hong Kong,Hong Kong,Building materials,Manufacturing,China,,D,M,1962-01-01 00:00:00,Wong,Luen Hei,,2023-04-04 05:01:00,,,
Healthcare,Chenghai Ye & family,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,Hong Kong,,D,M,1943-08-15 00:00:00,Ye,Chenghai,,2023-04-04 05:01:00,,,
Manufacturing,Zhu Xingming,China,Shenzhen,Electrical equipment,Manufacturing,China,,U,M,1967-03-01 00:00:00,Zhu,Xingming,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Finance & Investments,Jose Joao Abdalla Filho,Brazil,Rio de Janeiro,Investments,Finance & Investments,Brazil,,D,M,1945-05-30 00:00:00,Abdalla Filho,Jose Joao,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Finance & Investments,Juan Abello,Spain,Madrid,Investments,Finance & Investments,Spain,,D,M,1941-12-16 00:00:00,Abello,Juan,,2023-04-04 05:01:00,,,"$1,394,116,310,769 "
Diversified,Suhail Bahwan,Oman,Muscat,Diversified,Diversified,Oman,,U,M,1939-01-01 00:00:00,Bahwan,Suhail,,2023-04-04 05:01:00,,,"$76,983,094,928 "
Diversified,Madhur Bajaj,India,Mumbai,Diversified,Diversified,India,,Split Family Fortune,M,1952-08-19 00:00:00,Bajaj,Madhur,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Diversified,Niraj Bajaj,India,Mumbai,Diversified,Diversified,India,,Split Family Fortune,M,1954-10-10 00:00:00,Bajaj,Niraj,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Diversified,Shekhar Bajaj,India,Mumbai,Diversified,Diversified,India,,Split Family Fortune,M,1948-06-08 00:00:00,Bajaj,Shekhar,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Harindarpal Banga,Hong Kong,Hong Kong,Commodities,Finance & Investments,India,,U,M,1950-08-10 00:00:00,Banga,Harindarpal,,2023-04-04 05:01:00,,,
Healthcare,Ulrike Baro,Germany,Munich,Biopharmaceuticals,Healthcare,Germany,,U,F,,Baro,Ulrike,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Healthcare,Anne Beaufour,United Kingdom,,Pharmaceuticals,Healthcare,France,,U,F,1963-08-08 00:00:00,Beaufour,Anne,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Healthcare,Henri Beaufour,United Kingdom,London,Pharmaceuticals,Healthcare,France,,U,M,1965-06-01 00:00:00,Beaufour,Henri,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Manufacturing,Andrei Bokarev,Russia,Moscow,"Metals, mining",Manufacturing,Russia,,U,M,1966-10-23 00:00:00,Bokarev,Andrei,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Food & Beverage,Jack Cowin,Australia,Sydney,Fast food,Food & Beverage,Australia,,D,M,1942-07-13 00:00:00,Cowin,Jack,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Finance & Investments,Glenn Dubin,United States,New York,Hedge funds,Finance & Investments,United States,,U,M,1957-04-13 00:00:00,Dubin,Glenn,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Energy,N. Murray Edwards,United Kingdom,London,Oil & gas,Energy,Canada,,D,M,1959-12-10 00:00:00,Edwards,N. Murray,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Sports,"Frank Fertitta, III.",United States,Las Vegas,"Casinos, mixed martial arts",Sports,United States,,U,M,1962-02-24 00:00:00,Fertitta,Frank,,2023-04-04 05:01:00,Nevada,West,"$21,427,700,000,000 "
Automotive,Abhay Firodia,India,Pune,Automobiles,Automotive,India,,D,M,1944-11-05 00:00:00,Firodia,Abhay,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Bruce Flatt,United Kingdom,London,Money management,Finance & Investments,Canada,,D,M,1965-06-01 00:00:00,Flatt,Bruce,Investor,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Service,Miguel Fluxa Rossello,Spain,Esporles,Hotels,Service,Spain,,D,M,1938-07-27 00:00:00,Fluxa Rossello,Miguel,,2023-04-04 05:01:00,,,"$1,394,116,310,769 "
Metals & Mining,Robert Friedland,Singapore,Singapore,Mining,Metals & Mining,United States,Ivanhoe Mines Ltd.,U,M,1950-08-18 00:00:00,Friedland,Robert,Founder and Executive Chairman,2023-04-04 05:01:00,,,"$372,062,527,489 "
Metals & Mining,Alexander Frolov,Russia,Moscow,"Mining, steel",Metals & Mining,Russia,,U,M,1964-05-17 00:00:00,Frolov,Alexander,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Diversified,Nadir Godrej,India,Mumbai,Consumer goods,Diversified,India,,U,M,1951-01-01 00:00:00,Godrej,Nadir,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Service,Maggie Hardy,United States,Belle Vernon,Building materials,Service,United States,,U,F,1965-12-07 00:00:00,Hardy Knox,Maggie,,2023-04-04 05:01:00,Pennsylvania,Northeast,"$21,427,700,000,000 "
Finance & Investments,Nithin Kamath,India,Bangalore,Financial services,Finance & Investments,India,,N,M,1979-10-05 00:00:00,Kamath,Nithin,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Construction & Engineering,Samvel Karapetyan,Russia,Moscow,Real estate,Construction & Engineering,Russia,,U,M,1965-08-18 00:00:00,Karapetyan,Samvel,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Real Estate,Kei Hoi Pang,Hong Kong,Hong Kong,Real estate,Real Estate,China,,D,M,1966-01-01 00:00:00,Kei,Hoi Pang,,2023-04-04 05:01:00,,,
Diversified,Mustafa Rahmi Koc,Turkey,Istanbul,Diversified,Diversified,Turkey,,U,M,1930-10-09 00:00:00,Koc,Mustafa Rahmi,,2023-04-04 05:01:00,,,"$754,411,708,203 "
Finance & Investments,Yuri Kovalchuk & family,Russia,St. Petersburg,"Banking, insurance, media",Finance & Investments,Russia,,U,M,1951-07-25 00:00:00,Kovalchuk,Yuri,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Real Estate,Geoffrey Kwok,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,D,M,1985-05-01 00:00:00,Kwok,Geoffrey,,2023-04-04 05:01:00,,,
Real Estate,Jonathan Kwok,Hong Kong,Hong Kong,Real Estate,Real Estate,Hong Kong,,U,M,1992-03-01 00:00:00,Kwok,Jonathan,,2023-04-04 05:01:00,,,
Manufacturing,Hans Langer,Germany,Gräfelfing,3D printing,Manufacturing,Germany,,U,M,1952-01-18 00:00:00,Langer,Hans,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Manufacturing,Frank Laukien,United States,Boston,Scientific equipment,Manufacturing,United States,,U,M,1960-02-04 00:00:00,Laukien,Frank,,2023-04-04 05:01:00,Massachusetts,Northeast,"$21,427,700,000,000 "
Real Estate,Maritsa Lazari & family,United Kingdom,London,Real estate,Real Estate,United Kingdom,,D,F,1944-10-14 00:00:00,Lazari,Maritsa,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Real Estate,Angela Leong,Hong Kong,Hong Kong,Casinos,Real Estate,Hong Kong,,D,F,1961-03-23 00:00:00,Leong,Angela,,2023-04-04 05:01:00,,,
Technology,Li Zhongchu,China,Beijing,Software,Technology,China,,D,M,1963-08-26 00:00:00,Li,Zhongchu,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,Liang Yunchao,China,Guangzhou,Nutritional supplements,Food & Beverage,China,,D,M,1969-01-03 00:00:00,Liang,Yunchao,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Sports,Vincent McMahon,United States,Greenwich,Entertainment,Sports,United States,,U,M,1945-08-24 00:00:00,McMahon,Vincent,,2023-04-04 05:01:00,Connecticut,Northeast,"$21,427,700,000,000 "
Metals & Mining,Patrice Motsepe,South Africa,Johannesburg,Mining,Metals & Mining,South Africa,,D,M,1962-01-28 00:00:00,Motsepe,Patrice,,2023-04-04 05:01:00,,,"$351,431,649,241 "
Telecom,Denis O'Brien,Ireland,Dublin,Telecom,Telecom,Ireland,,D,M,1958-04-17 00:00:00,O'Brien,Denis,,2023-04-04 05:01:00,,,
Food & Beverage,Timm Oberwelland,,,Candy,Food & Beverage,Germany,,Split Family Fortune,M,,Oberwelland,Timm,,2023-04-04 05:01:00,,,
Diversified,Dan Olsson,Sweden,Gothenburg,Diversified,Diversified,Sweden,,E,M,1947-01-01 00:00:00,Olsson,Dan,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Technology,Yuji Otsuka,Japan,Tokyo,"Copy machines, software",Technology,Japan,,U,M,1954-02-13 00:00:00,Otsuka,Yuji,,2023-04-04 05:01:00,,,"$5,081,769,542,380 "
Fashion & Retail,Pan Dong,Hong Kong,Hong Kong,Consumer goods,Fashion & Retail,Canada,,D,F,1965-01-01 00:00:00,Pan,Dong,,2023-04-04 05:01:00,,,
Diversified,Karsanbhai Patel,India,Ahmedabad,Consumer goods,Diversified,India,,D,M,1944-01-07 00:00:00,Patel,Karsanbhai,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Real Estate,Richard Peery,United States,Palo Alto,Real estate,Real Estate,United States,,D,M,1938-10-01 00:00:00,Peery,Richard,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Metals & Mining,Gianfelice Rocca,,,Pipe Manufacturing,Metals & Mining,Italy,,Split Family Fortune,M,1948-03-02 00:00:00,Rocca,Gianfelice,,2023-04-04 05:01:00,,,
Metals & Mining,Paolo Rocca,,,Pipe Manufacturing,Metals & Mining,Italy,,Split Family Fortune,M,1952-10-14 00:00:00,Rocca,Paolo,,2023-04-04 05:01:00,,,
Healthcare,Wayne Rothbaum,United States,Delray Beach,Biotech investing,Healthcare,United States,,N,M,1968-02-17 00:00:00,Rothbaum,Wayne,Investor,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Technology,Jeff Rothschild,United States,Palo Alto,Facebook,Technology,United States,Meta Platforms,D,M,1955-01-02 00:00:00,Rothschild,Jeff,Advisor,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Technology,Raj Sardana,United States,Atlanta,Technology services,Technology,United States,,N,M,1960-03-08 00:00:00,Sardana,Raj,,2023-04-04 05:01:00,Georgia,South,"$21,427,700,000,000 "
Media & Entertainment,Christiane Schoeller,,,Publishing,Media & Entertainment,Germany,,U,F,,Schoeller,Christiane,,2023-04-04 05:01:00,,,
Manufacturing,Salil Singhal,India,Delhi,Agrochemicals,Manufacturing,India,,U,M,1947-07-21 00:00:00,Singhal,Salil,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Logistics,Alexander Skorobogatko,Russia,Moscow,"Real estate, airport",Logistics,Russia,,U,M,1967-09-25 00:00:00,Skorobogatko,Alexander,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Technology,Evan Spiegel,United States,Los Angeles,Snapchat,Technology,United States,Snap,D,M,1990-06-04 00:00:00,Spiegel,Evan,Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Service,Glen Taylor,United States,Mankato,Printing,Service,United States,,U,M,1941-04-20 00:00:00,Taylor,Glen,,2023-04-04 05:01:00,Minnesota,Midwest,"$21,427,700,000,000 "
Media & Entertainment,Thomas Tull,United States,Pittsburgh,"Movies, investments",Media & Entertainment,United States,,U,M,1970-06-11 00:00:00,Tull,Thomas,,2023-04-04 05:01:00,Pennsylvania,Northeast,"$21,427,700,000,000 "
Metals & Mining,Bulat Utemuratov,Kazakhstan,Nur-Sultan,"Mining, banking, hotels",Metals & Mining,Kazakhstan,,D,M,1958-01-01 00:00:00,Utemuratov,Bulat,,2023-04-04 05:01:00,,,"$180,161,741,180 "
Food & Beverage,Gustav Magnar Witzoe,Norway,Kverva,Fish farming,Food & Beverage,Norway,,D,M,1993-04-22 00:00:00,Witzoe,Gustav Magnar,,2023-04-04 05:01:00,,,"$403,336,363,636 "
Manufacturing,Wong Man Li,Hong Kong,Hong Kong,Furniture,Manufacturing,Hong Kong,,D,M,1965-02-12 00:00:00,Wong,Man Li,,2023-04-04 05:01:00,,,
Healthcare,Guangming Wu,China,Danyang,Medical equipment,Healthcare,China,,D,M,1962-02-27 00:00:00,Wu,Guangming,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Healthcare,Zhu Yi,China,Chengdu,Pharmaceuticals,Healthcare,China,,N,M,1963-12-01 00:00:00,Zhu ,Yi ,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Ben Ashkenazy,United States,New York,Real estate,Real Estate,United States,,D,M,1969-09-23 00:00:00,Ashkenazy,Ben,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Finance & Investments,Felix Baker,United States,New York,Biotech investing,Finance & Investments,United States,,D,M,1969-03-29 00:00:00,Baker,Felix,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Finance & Investments,Julian Baker,United States,New York,Investing,Finance & Investments,United States,,D,M,1966-05-21 00:00:00,Baker,Julian,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Media & Entertainment,David Baszucki,United States,San Francisco,Online games,Media & Entertainment,United States,,U,M,1963-01-20 00:00:00,Baszucki,David,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Food & Beverage,Joesley Batista,Brazil,Sao Paulo,Beef processing,Food & Beverage,Brazil,,D,M,1972-02-05 00:00:00,Batista,Joesley,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Food & Beverage,Wesley Batista,Brazil,Sao Paulo,Beef packing,Food & Beverage,Brazil,,D,M,1972-12-08 00:00:00,Batista,Wesley,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Media & Entertainment,Yvonne Bauer,Germany,Hamburg,"Magazines, media",Media & Entertainment,Germany,,D,F,1977-03-29 00:00:00,Bauer,Yvonne,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Manufacturing,Miriam Baumann-Blocher,Switzerland,Rheinfelden,Chemicals,Manufacturing,Switzerland,,D,F,1975-01-01 00:00:00,Baumann-Blocher,Miriam,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Healthcare,Cen Junda,China,Lianyungang,Pharmaceuticals,Healthcare,China,,U,M,1964-06-18 00:00:00,Cen,Junda,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Finance & Investments,Richard Chandler,Singapore,Singapore,Investments,Finance & Investments,New Zealand,,U,M,1959-01-01 00:00:00,Chandler,Richard,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Manufacturing,Chen Zhiping,China,Shenzhen,E-cigarettes,Manufacturing,China,,D,M,1976-01-01 00:00:00,Chen,Zhiping,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Service,Fernando Chico Pardo,Mexico,Mexico City,Airport management,Service,Mexico,,U,M,1952-02-15 00:00:00,Chico Pardo,Fernando,,2023-04-04 05:01:00,,,"$1,258,286,717,125 "
Energy,Ray Davis,United States,Dallas,Pipelines,Energy,United States,,U,M,1941-12-18 00:00:00,Davis,Ray,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Construction & Engineering,Maria Del Pino,Spain,Madrid,Construction,Construction & Engineering,Spain,,U,F,1956-03-19 00:00:00,Del Pino,Maria,,2023-04-04 05:01:00,,,"$1,394,116,310,769 "
Manufacturing,Deng Weiming & family,China,Changsha,Battery components,Manufacturing,China,,D,M,1968-09-01 00:00:00,Deng,Weiming,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,"John Dorrance, III.",Ireland,Dublin,Campbell Soup,Food & Beverage,Ireland,,D,M,1944-01-01 00:00:00,Dorrance,John,,2023-04-04 05:01:00,,,
Diversified,Carl Douglas,Sweden,Stockholm,Investments,Diversified,Sweden,,D,M,1961-05-05 00:00:00,Douglas,Carl,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Diversified,Eric Douglas,Sweden,Stockholm,Investments,Diversified,Sweden,,D,M,1968-05-01 00:00:00,Douglas,Eric,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Manufacturing,Fiona Geminder,Australia,Melbourne,Manufacturing,Manufacturing,Australia,,D,F,1964-12-01 00:00:00,Geminder,Fiona,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Finance & Investments,Stewart Horejsi & family,United States,Phoenix,Berkshire Hathaway,Finance & Investments,United States,,D,M,1937-09-19 00:00:00,Horejsi,Stewart,,2023-04-04 05:01:00,Arizona,West,"$21,427,700,000,000 "
Healthcare,Hou Juncheng,China,Hangzhou,Cosmetics,Healthcare,China,,U,M,1964-12-17 00:00:00,Hou,Juncheng,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Construction & Engineering,Zhenda Huang & family,China,Shantou,Construction,Construction & Engineering,China,,D,M,1947-09-01 00:00:00,Huang,Zhenda,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Service,Dmitry Kamenshchik,Russia,Moscow,Airport,Service,Russia,,U,M,1968-04-26 00:00:00,Kamenshchik,Dmitry,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Finance & Investments,Alicia Koplowitz,Spain,Madrid,"Construction, investments",Finance & Investments,Spain,,D,F,1953-09-12 00:00:00,Koplowitz,Alicia,,2023-04-04 05:01:00,,,"$1,394,116,310,769 "
Real Estate,Adam Kwok,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,U,M,1983-04-01 00:00:00,Kwok,Adam,,2023-04-04 05:01:00,,,
Finance & Investments,Henry Laufer,United States,Lake Worth,Hedge funds,Finance & Investments,United States,,U,M,1945-08-13 00:00:00,Laufer,Henry,Investor,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Food & Beverage,Louis Le Duff,France,Paris,Bakeries,Food & Beverage,France,,U,M,1946-08-01 00:00:00,Le Duff,Louis,,2023-04-04 05:01:00,,,"$2,715,518,274,227 "
Technology,Mark Leonard & family,Canada,Toronto,Software,Technology,Canada,,U,M,1956-05-06 00:00:00,Leonard,Mark,,2023-04-04 05:01:00,,,"$1,736,425,629,520 "
Automotive,Li Guoqiang,China,Beijing,Auto dealerships,Automotive,China,,D,M,1964-01-01 00:00:00,Li,Guoqiang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Service,Li Yongxin,China,Beijing,Education,Service,China,,D,M,1976-03-09 00:00:00,Li,Yongxin,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Finance & Investments,Peter Lim,Singapore,Singapore,Investments,Finance & Investments,Singapore,,U,M,1953-06-01 00:00:00,Lim,Peter,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Diversified,Lu Weiding,China,Hangzhou,Diversified,Diversified,China,,D,M,1971-03-01 00:00:00,Lu,Weiding,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Service,Sergio Mantegazza,Switzerland,Lugano,Travel,Service,Switzerland,,D,M,1927-10-31 00:00:00,Mantegazza,Sergio,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Finance & Investments,Hans Melchers,Netherlands,Vorden,"Chemicals, investments",Finance & Investments,Netherlands,,D,M,1938-04-28 00:00:00,Melchers,Hans,,2023-04-04 05:01:00,,,"$909,070,395,161 "
Food & Beverage,C. Dean Metropoulos,United States,Palm Beach,Investments,Food & Beverage,United States,,D,M,1946-05-05 00:00:00,Metropoulos,C. Dean,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Manufacturing,Hans Georg Naeder,Germany,Duderstadt,Prosthetics,Manufacturing,Germany,,E,M,1961-09-04 00:00:00,Naeder,Hans Georg,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Fashion & Retail,Falguni Nayar,India,Mumbai,Retailing,Fashion & Retail,India,Nykaa,D,F,1963-02-19 00:00:00,Nayar,Falguni,Founder & CEO,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,James Packer,United States,Los Angeles,Investments,Finance & Investments,Australia,,D,M,1967-09-08 00:00:00,Packer,James,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Logistics,Alexander Ponomarenko,Russia,Moscow,"Real estate, airport",Logistics,Russia,,U,M,1964-10-27 00:00:00,Ponomarenko,Alexander,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Finance & Investments,Nicholas Pritzker,United States,Nicasio,"Hotels, investments",Finance & Investments,United States,,D,M,1944-01-01 00:00:00,Pritzker,Nicholas,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Food & Beverage,Alejandro Santo Domingo,United States,New York,Beer,Food & Beverage,United States,,E,M,1977-02-13 00:00:00,Santo Domingo,Alejandro,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Technology,Steven Sarowitz,United States,Highland Park,Payroll software,Technology,United States,,D,M,1965-11-07 00:00:00,Sarowitz,Steven,,2023-04-04 05:01:00,Illinois,Midwest,"$21,427,700,000,000 "
Automotive,Maria-Elisabeth Schaeffler-Thumann,Germany,Herzogenaurach,Auto parts,Automotive,Germany,,U,F,1941-08-17 00:00:00,Schaeffler-Thumann,Maria-Elisabeth,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Healthcare,Leonard Schleifer,United States,Tarrytown,Pharmaceuticals,Healthcare,United States,Regeneron Pharmaceuticals,U,M,1952-07-07 00:00:00,Schleifer,Leonard,CEO and Founder,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Manufacturing,Dieter Schnabel,Germany,Hamburg,Chemicals,Manufacturing,Germany,,U,M,1946-01-01 00:00:00,Schnabel,Dieter,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Energy,Michael S. Smith,United States,Miami Beach,Liquefied natural gas,Energy,United States,,U,M,1955-05-09 00:00:00,Smith,Michael S.,Investor,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Manufacturing,Julia Thiele-Schuerhoff,Germany,Munich,"Brakes, investments",Manufacturing,Germany,,D,F,1972-01-01 00:00:00,Thiele-Schuerhoff,Julia,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Food & Beverage,John Tyson & family,United States,Springdale,Food processing,Food & Beverage,United States,,D,M,1953-09-05 00:00:00,Tyson,John,,2023-04-04 05:01:00,Arkansas,South,"$21,427,700,000,000 "
Manufacturing,Anna Katharina Viessmann,Germany,Battenberg,Heating and cooling equipment,Manufacturing,Germany,,D,F,,Viessmann,Anna Katharina,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Construction & Engineering,Jurgen Wirtgen,,,Construction Vehicles,Construction & Engineering,Germany,,N,M,1965-07-01 00:00:00,Wirtgen,Jurgen,,2023-04-04 05:01:00,,,
Construction & Engineering,Stefan Wirtgen,,,Construction Vehicles,Construction & Engineering,Germany,,N,M,1970-07-01 00:00:00,Wirtgen,Stefan,,2023-04-04 05:01:00,,,
Technology,Zhao Lixin,China,Shanghai,Electronics,Technology,China,,D,M,1966-01-01 00:00:00,Zhao,Lixin,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Hongyi Zhou,China,Beijing,Security software,Technology,China,,U,M,1970-10-01 00:00:00,Zhou,Hongyi,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,S. Daniel Abraham,United States,Palm Beach,Slim-Fast,Food & Beverage,United States,S. Daniel Abraham Center for Middle East Peace,U,M,1924-08-15 00:00:00,Abraham,S. Daniel,Chairman,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Fashion & Retail,Bill Alfond,United States,Boston,Shoes,Fashion & Retail,United States,,D,M,1948-05-16 00:00:00,Alfond,Bill,,2023-04-04 05:01:00,Massachusetts,Northeast,"$21,427,700,000,000 "
Fashion & Retail,Susan Alfond,United States,Scarborough,Shoes,Fashion & Retail,United States,,D,F,1945-07-19 00:00:00,Alfond,Susan,,2023-04-04 05:01:00,Maine,Northeast,"$21,427,700,000,000 "
Fashion & Retail,Ted Alfond,United States,Weston,Shoes,Fashion & Retail,United States,,D,M,1944-08-19 00:00:00,Alfond,Ted,,2023-04-04 05:01:00,Massachusetts,Northeast,"$21,427,700,000,000 "
Construction & Engineering,Riley Bechtel & family,United States,San Francisco,"Engineering, construction",Construction & Engineering,United States,Bechtel Corp.,D,M,1952-03-25 00:00:00,Bechtel,Riley,former Chairman and CEO,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Diversified,Thor Bjorgolfsson,United Kingdom,London,Investments,Diversified,Iceland,,E,M,1967-03-19 00:00:00,Bjorgolfsson,Thor,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Food & Beverage,Charles Bronfman,United States,Palm Beach,Liquor,Food & Beverage,Canada,,E,M,1931-06-27 00:00:00,Bronfman,Charles,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Food & Beverage,Vivek Chand Burman,India,Delhi,Consumer goods,Food & Beverage,India,,D,M,1937-04-28 00:00:00,Burman,Vivek Chand,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Automotive,Herb Chambers,United States,Boston,Car dealerships,Automotive,United States,,U,M,1942-01-01 00:00:00,Chambers,Herb,,2023-04-04 05:01:00,Massachusetts,Northeast,"$21,427,700,000,000 "
Media & Entertainment,Cheng Yixiao,China,Beijing,Video streaming app,Media & Entertainment,China,,D,M,1984-01-01 00:00:00,Cheng,Yixiao,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,Andrew Cherng,United States,Las Vegas,Fast food,Food & Beverage,United States,,Split Family Fortune,M,1948-04-02 00:00:00,Cherng,Andrew,,2023-04-04 05:01:00,Nevada,West,"$21,427,700,000,000 "
Food & Beverage,Peggy Cherng,United States,Las Vegas,Fast food,Food & Beverage,United States,,Split Family Fortune,F,1947-12-18 00:00:00,Cherng,Peggy,,2023-04-04 05:01:00,Nevada,West,"$21,427,700,000,000 "
Finance & Investments,Leon G. Cooperman,United States,Boca Raton,Hedge funds,Finance & Investments,United States,"Omega Advisors, Inc.",E,M,1943-04-25 00:00:00,Cooperman,Leon G.,Founder,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
